title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Kaala Walaapata,pop,NxTime,2021,4,"{""Kevin Maleesha"",""Chamathkara Perera""}","[Chorus: Doxi]
නවතන්න කියා නුඹ ආයේ කතාකර මා හිත කළඹා
නුඹේ ත්‍යාග කුණාටුවේ කාළ වළාපට මා හිස වටලා
දුර හීන තියා, ළඟ පාර හොයන්නට බෑ අත-පත ගා
නුඹේ ත්‍යාග කුණාටුවේ කාළ වළාපට මා වටබැඳලා

[Verse: Doxi]
දැන් ඇත වෙස් පෙරලා - නුඹ එක්ක චෙස් ඇදලා
මට ඇති මට හති මගේ දැන් ඔලුව විකාරයි
මම පැතුවේ එකම එකයි Hi!!
උඹ ගෙතූ බොරුම ගොඩායි. නයි!!
'සමාවෙන්න මට' කියද්දී නම් මාරයි!
අහුවෙයිද ඔය උගුලට මං ආයි?

[Pre Chorus: Chamathkara Perera]
ඇස් ගැටෙනා වාරයක් ගානේ හීන ගෙනා තරම්
නුඹ ගැන අමතකයි දැන් ආයේ - පෙර හීනෙම මං
නුඹට මාව ආයේ ඕනේ උනාට නම්
අවසානයි අපේ අවසානේත් - පාඩුවේ ඉඳින්!!

[Chorus: Doxi]
නවතන්න කියා නුඹ ආයේ කතාකර මා හිත කළඹා
නුඹේ ත්‍යාග කුණාටුවේ කාළ වළාපට මා හිස වටලා
දුර හීන තියා, ළඟ පාර හොයන්නට බෑ අත් පටලා
නුඹේ ත්‍යාග කුණාටුවේ කාළ වළාපට මා වටබැඳලා
[Verse: Structure]
මැකුවා මතකයි අපේ පින්තුර
උබ නැවතුනත් මම අයේ ගිහින් දුර
වැළපෙන් නෑ මම තැන් වල රිදුන
අයෙත් ඒ කුණු අවුස්සන්නේ විහින් නුබ
විරුද්දව හීනෙන් කීද්දුව
ගොඩක් අය සතුටෙන් ඇති එ හීල්ලුව
මම ගතින් දුර වගේම හිතින් දුර
මේක තමා මගේ අවසාන තීන්දුව

[Pre Chorus: Chamathkara Perera]
ඇස් ගැටෙනා වාරයක් ගානේ හීන ගෙනා තරම්
නුඹ ගැන අමතකයි දැන් ආයේ - පෙර හීනෙම මං
නුඹට මාව ආයේ ඕනේ උනාට නම්
අවසානයි අපේ අවසානේත් - පාඩුවේ ඉඳින්!!

[Chorus: Doxi]
නවතන්න කියා නුඹ ආයේ කතාකර මා හිත කළඹා
නුඹේ ත්‍යාග කුණාටුවේ කාළ වළාපට මා හිත වටලා
දුර හීන තියා, ළඟ පාර හොයන්නට බෑ අත-පත ගා
නුඹේ ත්‍යාග කුණාටුවේ කාළ වළාපට මා වටබැඳලා

[Verse: Doxi]
දැන් ඇත වෙස් පෙරලා - නුඹ එක්ක චෙස් ඇදලා
මට ඇති මට හති මගේ දැන් ඔලුව විකාරයි
මම පැතුවේ එකම එකයි Hi!!
උඹ ගෙතූ බොරුම ගොඩායි. නයි!!
'සමාවෙන්න මට' කියද්දී නම් මාරයි!
අහුවෙයිද ඔය උගුලට මං ආයි?",7141421,si,si,si
Rata Gaya,rap,VDub,2021,10,{DKM},"(DKM)
ලෝකෙන් උතුම් රට ලංකාවයි
ගුරුවරුන්ගෙන් ඉගෙන ගත්තේ ගුටිකාලයි
ටිකක් ලොකු වෙද්දි ආවේ රථ ගායයි
ඊට පස්සෙනම් ආවේ රට ගායයි

(DKM)
ලෝකෙන් උතුම් රට ලංකාවයි
ගුරුවරුන්ගෙන් ඉගෙන ගත්තේ ගුටිකාලයි
ටිකක් ලොකු වෙද්දි ආවේ රථ ගායයි
ඊට පස්සෙනම් ආවේ රට ගායයි

(VDub)
ඒ කාලේ හීන දැක්කේ වෙන්න මහත්තයා වෙද
පස්සේ පස්සේ හෙව්වේ කෙල්ලෝ පොත්තේ පාට සුද
එන්න කලින් අම්මා තාත්තා දීපු ඔවදන් හොඳ
ඒවා ගනන් ගන් නැතුව ඇහුවෙ පිට උන්ගේ පද
නටන්න ගත්තේ එක එක පද වලට බෙර
අහක යන මගුල් වලට ගැහුවේ කර
කට්ටිය අඳුරගත්තම මම හිතුවේ මං පොර
එහෙම හිතන් ගහපු Game ඔක්කොම උනේ චොර
""ආදරයට නැහැනේ වයස ලොකු ප්‍රශ්නයක්""
කියල කිව්වේ රට ඉන්න පොඩි ඇන්ටියෙක්
යාලුවා වගේ ඉඳල කියපන් ගිහින් තව එකක්
කියල ඇවිදින් බැදගනින් ඔලුවේ චීත්තයක්
සල්ලි තියන් උහුල්ලන්නේ මෙහේ රදලයෝ
උපත Aussie උනත් හිඟා කන්නේ පදිකයෝ
බඩේ පහර ගැහුවේ අපිට මෙහේ Contract කරුවෝ
ඕකුන් පස්සේ ගොට්ට අල්ලන් යන්නේ මෝඩයෝ
(DKM)
ලෝකෙන් උතුම් රට ලංකාවයි
ගුරුවරුන්ගෙන් ඉගෙන ගත්තේ ගුටිකාලයි
ටිකක් ලොකු වෙද්දි ආවේ රථ ගායයි
ඊට පස්සෙනම් ආවේ රට ගායයි

(DKM)
ලෝකෙන් උතුම් රට ලංකාවයි
ගුරුවරුන්ගෙන් ඉගෙන ගත්තේ ගුටිකාලයි
ටිකක් ලොකු වෙද්දි ආවේ රථ ගායයි
ඊට පස්සෙනම් ආවේ රට ගායයි

(VDub)
ඒ කාලේ Loan ගැහුවේ අපේ බෙල්ල වෙන්න හිර
පොලී එද්දි ආවේ වැල වගේ ණය උනේ බර
කාලා දාලා රට තොට ඇමතිලා උනා තර
උන් රඟන්නේ දාගෙන නිල් කොල කහ රතු තිර
මෙහෙට ඇවිත් කට්ට කෑවා හම්බෙනකන් ජොබ
කන්නෙ බොන්නෙ නිදාගන්නේ නැතුව අපි කෙරුවේ වැඩ
අමතක කරන්නේ නැහැ අත දීපු යාලුවෝ හොඳ
තාමත් රැකන් ඉන්නේ හිතේ යහපත් ගති ගුණ
Melbourne Gangziye සෙට් වෙලා කට්ටිය
බොරු මූන දාන උන්ට දෙනවා බැස්ටිය
ලඟදිම ගලවමු ආණ්ඩුවේ පට්ටිය
කන එක නවතමු ජනයගේ කුට්ටිය
Melbourne හිටියට මතකයි හැමෝම
ඉන්නවා යාලුවෝ ලෝකය වටේම
මැකෙන්න දෙන්නේ නැහැ තියන් ඉන්නේ මුළු හිතේම
බොක්ක දීපු හැමෝම Gangziye තමයි එකෙන්ම
(DKM)
ලෝකෙන් උතුම් රට ලංකාවයි
ගුරුවරුන්ගෙන් ඉගෙන ගත්තේ ගුටිකාලයි
ටිකක් ලොකු වෙද්දි ආවේ රථ ගායයි
ඊට පස්සෙනම් ආවේ රට ගායයි

(DKM)
ලෝකෙන් උතුම් රට ලංකාවයි
ගුරුවරුන්ගෙන් ඉගෙන ගත්තේ ගුටිකාලයි
ටිකක් ලොකු වෙද්දි ආවේ රථ ගායයි
ඊට පස්සෙනම් ආවේ රට ගායයි",7149978,si,si,si
Dawasak Ewi,pop,Piyath Rajapakse,2021,24,{},"සෙවනැල්ලත් මඟ හැර යන
අඳුරේදීත් මා ගාවීන් රැඳි..
නුඹ හිටියද හැම සංසාරේම මේ වාගේ මගේ ලඟටම වී

ඔබ හින්දා මං ගැයු පෙම් වදන්
දෝරේ ගලා ගියා දෙන්..
නුඹෙන් මං විදිමි හැගුමන් මා හද නිවාලනා

දවසක් ඒවී අපිත් අපෙ හීනවලට යාවී
ඒ හැම මොහොතේ ලගින් නුඹ හිටියොතින් ඇති
දවසක් ඒවි අපිත් අපෙ හීන වලට යාවී
ඒ හැම මොහොතේ ලගින් නුබ හිටියොතින් ඇති

ජීවිතයේ තැන් තිබුනා අපිටම අපිවම නැතිවුන
ඒ ගැන මං හිතනා විට කදුලක් උනනවා මට නොදැනිම

ඔබ හින්දා මං ගැයු පෙම් වදන්
දෝරේ ගලා ගියා දෙන්..
නුඹෙන් මං විදිමි හැගුමන් මා හද නිවාලනා

දවසක් ඒවී අපිත් අපෙ හීනවලට යාවී
ඒ හැම මොහොතේ ලගින් නුඹ හිටියොතින් ඇති
දවසක් ඒවි අපිත් අපෙ හීන වලට යාවී
ඒ හැම මොහොතේ ලගින් නුබ හිටියොතින් ඇති
සෙවනැල්ලත් මඟ හැර යන
අඳුරේදීත් මා ගාවීන් රැඳි..
නුඹ හිටියද හැම සංසාරේම මේ වාගේ මගේ ලඟටම වී

දවසක් ඒවී අපිත් අපෙ හීනවලට යාවී
ඒ හැම මොහොතේ ලගින් නුඹ හිටියොතින් ඇති
දවසක් ඒවි අපිත් අපෙ හීන වලට යාවී
ඒ හැම මොහොතේ ලගින් නුබ හිටියොතින් ඇති",7160744,si,si,si
Gamey Hadakari,rap,EskennyWorld,2021,219,{SDill},"[Chorus 1]
ඒ ගමේ හැඩකාරී
කෝරලේ ගෙයි දූ මගේ මනමාලි
මං ළඟින් නම් කොහොමද ඉන්නේ නෑවිත්
කාසි නෑ ! ඒත් තියන්නම් මං හඳ ගාවින්

ගමේ හැඩකාරී
කෝරලේ ගෙයි දූ මගේ මනමාලි
නම්බු නාම එපා නුඹ ඇති මට යහමින්
කාසි නෑ ! ඒත් තියන්නම් මං හඳ ගාවින්

[Verse 1 - EskennyWorld]
ඕනේද අල්ලන්න නාඩි
ඇවිත් ඉදගන්නවද මගේ ගාවින්
මම ආස නැ ඉරන්න ලීය ඈතින්
අපි අපේම ලෝකෙට යාවි පාවී...
මම කෝරලේ ආරච්චිගේ පරපුරේ
ටික දවසකින් ගම්මුලාදෑනි තනතුරේ
වඩාගත්තොත් තියන්නේ නැ අතදරුවෙක්ව වගේ
බස්තමයි ඔයයි අතේ වලව්වම කළුවරේ
ඉඟ සුඟ ගත හැකි ඇගේ පුළුලුකළ
මාව වශී වෙලා උපන්ලපේ තොල ළඟ
පැටලෙද්දී දඟලන්න ඇතිල්ලෙද්දි සිව්අඟල
වලව්වේ ලිඳෙන් නාලා රෙද්ද ඇලිලා ඇඟටම
අයියණ්ඩි දැනගත්තොත් පුංචි බේබි මාව මරයි
මට නිච්චියක් වුණේ නැත්තේ ඒක කිව්වෙත් කොඳුරලයි
69යි, කිව්වත් අද විතරයි .... (Hahaha)
අද විතරයි ?? හෙට එන්නෙත් ඔයාමයි
[Chorus 2]
ගමේ හැඩකාරී
කෝරලේ ගෙයි දූ මගේ මනමාලි
මං ළඟින් නම් කොහොමද ඉන්නේ නෑවිත්
කාසි නෑ ! ඒත් තියන්නම් මං හඳ ගාවින්

ගමේ හැඩකාරී
කෝරලේ ගෙයි දූ මගේ මනමාලි
නම්බු නාම එපා නුඹ ඇති මට යහමින්
කාසි නෑ ! ඒත් තියන්නම් මං හඳ ගාවින්

[Verse 2 - SDill]
(ස්ස් ... ස්ස් ... ස් ..)
කරකාර බඳින්න, ගම දෙදරන්න
ඒ තරම් කල් බැහැ ඉවසන්න
මට ගම්මුලාදෑනි, කෝරලේ පට්ටම් දරන්න නෑ ආසාව
ඇහැකි නම් නුඹේ සිතගන්න...
හැඩකාරී ඇඟ වත මනකලඹන
කැන්දන්යන්න ආවේ මගේ පැල මහගෙට
බැරි නම් දඩුවම මට දඩුකඳ, රකින්නෑ මං සිල් පද
උපන් නෑ ... අඩු කුල
හිරිවට්ටන බැල්ම විසයි ...
මගේ සිත කිලිටි නුඹේ මායම් නිසයි ...
ආරච්චිගේ බස්තම් ලිස්සයි ...
ගමේ අපි නටපු නැටුම් දන්නේ අපි දෙන්නා විතරයි
කණකොකා ඉගිලෙද්දී පෙනෙයි සුදට
වෙලේ බැස්සට ආස කිරි රසට මං
නැගපන් දැන් දෝන කතරිනා මගේ කරට
වලව්වේ හඳ පායාවී මගේ පැලට
[Chorus 3]
ගමේ හැඩකාරී
කෝරලේ ගෙයි දූ මගේ මනමාලි
මං ළඟින් නම් කොහොමද ඉන්නේ නෑවිත්
කාසි නෑ ! ඒත් තියන්නම් මං හඳ ගාවින්

ගමේ හැඩකාරී
කෝරලේ ගෙයි දූ මගේ මනමාලි
නම්බු නාම එපා නුඹ ඇති මට යහමින්
කාසි නෑ ! ඒත් තියන්නම් මං හඳ ගාවින්",7171751,si,si,si
Pannam Pannam Acapella,rap,Wagmee,2021,7,"{""Dota Yums""}","[ Hook: Wagmee ]
පන්නම් පන්නම් එන්නම් ගේමක් දෙන්නම් මං සංගිතී
වන්නම් වන්නම් දාන්නම් ඒමක් වෙන්නම් බන් මං හිතේ
පන්නම් පන්නම් එන්නම් ගේමක් දෙන්නම් මං සංගිතී
වන්නම් වන්නම් දාන්නම් ඒමක් වෙන්නම් බන් මං හිතේ

[ Verse 1: Wagmee ]
කාටද ප්‍රශ්න නැතනම් එන්නද ගින්දර ගෙන මම මම
ගත වුන කලේ දැක්ක විහිළු පද සුං කරන්නා මම මම
දැනගෙන කරපං එම්බලපුරෝහිත කට වචනේට එපා රැපේ
වන්නම දාපං වනමද ජප කරන් අපේ රෑප රැපේ

ගග ගලනවා බලන් ඉන්නේ නෑ මන් එකම වෙනවා නම්
කිය කිය නුබට කර වන්නේ නෑ මං දෙයක් පේනවා නම්
වැද වැද මොකටද යන්නේ වද වීවී උබලා එනවා නම්
දුර හීන දැක දුව දුව යන්නේ නෑ ලගට ගෙන්වා නම්

වැටෙන වැටෙන පිනිබිදු කෝ අහසේ පායලා දෝ
දැක දැක විසි කර ගල එන මට පවසනවා දෝ
දැනගෙනත් මට පිළිගන්න වෙලා මුසාවේ අරුත පහේ
විද විද ගමනේ යනම මිනිසා කොතන කෙළවර ආයේ
පැනෙන් ලියන මම මකනේ අදුරන්නේ නෑ නේ
දකින ටික හැර ජිවිතේ ගැබුර දන්නේ නෑ නේ
කාලේ මගේ නැති වුනේ පිණට නේ දන්නවා නේ
මට නේ කේලම වේ රැපට නේ හිතම මේ

[ Hook: Wagmee ]
පන්නම් පන්නම් එන්නම් ගේමක් දෙන්නම් මං සංගිතී
වන්නම් වන්නම් දාන්නම් ඒමක් වෙන්නම් බන් මං හිතේ
පන්නම් පන්නම් එන්නම් ගේමක් දෙන්නම් මං සංගිතී
වන්නම් වන්නම් දාන්නම් ඒමක් වෙන්නම් බන් මං හිතේ

[ Verse 2: DotaYums ]

වැද වැද ඉද්දි ඇයිද දැන් දෙවියෝ බලන්නේ නැත්තේ මේ
පැන පැන යද්දී කවුද මට දෙන්නේ දැන් සංගීතේ ඒ
වැනි වැනි ඉද්දි සැප කඩන එකද ජිවිතේ
බැන බැන පස්සෙන් යන්න එපා ni hold on just wait

Um about to go on
Try to move on what's nuance
Got nuforms
Plus tow tons
Hush new borns
Your crew's gone
Death on call press on hold
Listen told
Got involved
Kill em all
Rip to george floyd he da spark
Dat ignited all
කරන්එපා වැඩ සිත් පාරන වෛවාරණ
නයි නාවන උන් බොරුලු පූතා රාවණ
දාවන පතය අවසාන වටය
පැරදුනොත් පරදින්නෙ අපේම මෞ රටය

Um about to preach and teach you people  sum
Algorithm brakes knowledge that we try to spread among
Drop the gun or get stunned
Um about to hit you a**holes with dis 44
Dats for told its for sure
You all fall
Like troy tho",7183706,si,si,si
Sonduriye Mage,rap,Evill D ZAYGE,2021,33,"{""Aki Vish Hegoda (VeronZ)"",""Oneesha Hansanee""}","1st Verse :
සුවඳ දැනුනා මතක අතරින්
නුඹව සොයනා රෑ පුරා
සිතට කොඳුරා නුඹව පතනා
ආදරේ දිව්රා

රහසින් එදා කී කතා මා
නුඹගේ ළඟින් සෑමදා
මදි වුනේ සේනේහේ මගේ දෝ
ඇයි ගියේ මා හැරදමා

Chours :
සොඳුරියේ මගේ
මගේ සොඳුරේ
සොඳුරියේ මගේ
මගේ සොඳුරේ

Rap :
උබට මං අදටත් අමතක තරමට
ගෙවපු කලට ආයෙත් අපි නොයන තරමට
හිතට ඇන්න කටු විසයි උබේ දෑතින්ම
තලපු මලට ඒත් කරේ නැ බොරු පෙම
පැණි රහා කර කැවත් තිත්ත ඇත්ත
නොදැක්ක මිරිඟුවත් ඇත්ත කීවේ උබ
වැඩක්ද මැව්වත් ආදරයෙන් මුහුදක්ම
නැත්තම් ඔරු පාරු විදින්න ලොකු වෙරලක්ම

දුක හෙවිවත් කදුලු බර මට නම්
සතුට හොයද්දි උබ ඒකේ මුල උනා නම්
කෙරුවෙනැ ගෙවන්න තවත් පව් එහෙනම්
කවදාවත් අය දින්නැ උබෙන් සමාවක්

යන්න ඉඩ දීලා ආයෙත් අපි අයින් වෙමු
නාවත් එදා වගේ හිත හදන් ඈත් වෙමු
ආයෙත් අපි අපේ පාරේ නොයන්නට
උබෙ මතකේ ගිනි තියලා කරා අළු

මීදුම ඇවිත් වගේ කන්ද පාමුල
උබ ගව් ගානක යාවුනෙ අදුරෙන්
පහන් එලි⁣යෙ මම අද තනියම
උබ වෙන කෙනෙකුගේ අනියමලු සතුටෙන්

2nd Verse :
පිනි වැස්සෙ සීතලට දැන්
ගුලි වෙන්න නුඹ හා මේ මං
තනි වෙන්න මේ යාමයේ
නුඹ කොහේ..
වස්සානයේ සෙව්වා පෙමින්
හදවතේ තියෙනා ලතැවුල්
හිදින්නට මේ දිවියේ නුඹ හා
නැත වරම්

නොමියෙනා කදුලැල්  සැලුනාවේ
වේදනාවේ මා තැවුනාවේ
කෙතරම් හැඩුවත් මෙමා
නුඹත් නොයෙනා....

සොඳුරියේ මගේ
මගේ සොඳුරේ
සොඳුරියේ මගේ
මගේ සොඳුරේ..//",7234929,si,si,si
Nihanda Rathriya,pop,Geenath Kumarasinghe,2021,3,{},"දෝරේ යන සිතුවිලි යායක පැටලිලා....
යන්නට සිතෙයි මට ඈතට ඉගිලිලා

සිසිල් පවන් හා දොඩමින්
නුබේ මතක දෝත අරන් //
මගෙම ලොවක සිහින විමන්
කවුළු බැදන් ඉගිල යමින්...

නිහඩ රාත්‍රියයි මේ
සද පාළු මකනා....
සොදුරු සිත්තමයි ඈ
රෑ අහසේ මැවෙනා....
සසල හැගුම් මා හදේ හී.. දල්වා
සැනසෙන්නම් තනිව මා
දුරස් වූ...ඔබ දෙස බලා.....

සොදුරු සැදෑවක සසල පැතුම නුඹ
බලා හිදිමි මා ඔබ යලි එනතුරු....
අදුරු හීනෙකට යළි පණ දෙන්නට
බලා හිදිමි මා නුබ හා ලන්නට....
නිහඩ රාත්‍රියයි මේ
සද පාළු මකනා....
සොදුරු සිත්තමයි ඈ
රෑ අහසේ මැවෙනා...",7257623,si,si,si
Manasgatha,rap,Chakra Beats,2021,14,"{EskennyWorld,""YRN Marty"",SH3N}","Chakra On The Beat නිසා Beat එක Dope

[Verse 01 - YRN Marty]

පාට පාට හීන ලෝක වල අපි යාවී
ඉන්න තැන සාමය සතුට පිරේවී
අඩවන් ඇස් සිනහ උතුරාවී
රෑ වෙන්න වෙන්න තව ආතල් ගෙනදේවී
(ආතල්//)
ආතල් ගෙනදේවී (yey) ආතල් ගෙනදේවී ...
Dope හැබැයි Chill රූප රටා මැවේවී (pahh)
ඇඟ relax, vibe එක තමයි යන්නේ පාවී
මද වැස්සයි සුළඟයි පට්ටම වාසි
ආසම අතරමං (yeah) වෙන්න මල් වත්ත මැද
පැණිරස ඕනේ දැන් (hahah) ඉන්නේ මං හොඳම තැන
Liqour ඕනේ නෑ, ඕනේ වත්තෙන් නෙලගත්තු මල
ආසම ඉන්න දුමත් එක්ක හඳපාන යට (yeh)
(yeah) පැද්දේවි කොල්ලෝ ටික track එකේ තාලේට
පාඩුවේ ඉන්නොනේ high වෙන තරමට
ඔතමුද තව එකක් අපි හීනියට
ප්‍රශ්න නෑ මත්වෙලා ඉද්දී සුරලොව සැප
[Hook 01 - BenDrew]

මන්දාකිණි අතරින් පාවෙන්නේ.... (පාවෙන්නේ)
නෑ මේ වෙන දේවල් දන්නේ.... (දේවල් දන්නේ)
මදපවනේ ළා අඳුරේ අඩ නින්ඳේ....
කෙටි ජිවිතේ අපි වින්ඳේ.... (අපි වින්ඳේ)

පියවි ලෝකයෙන් ඈතට පාවී යයි (පාවී යයි)
මනස්ගාත එකක් නෑරම අමතකවේවී (වේවී yeyy)
දුමාරේ වෙලාගනියි දැන් හිනා ගෙනේවී (ගෙනේවී...)
අකීකරු ශාකසරේ නීතිවිරෝධී ඇයි ? (විරෝධී)

[Verse 01 - EskennyWorld]

යෞ-යෞ-යෞවනේ පොපියන චමත්කරේ මේ! (kraaw! kraww!)
බොඳ වෙලා පැහැදිලි නෑ පේන දේ
සිහියට එද්දී දන්නේ නෑ දැන් මොකද වුණේ (Hah)
නඩු කන්නැතුව ආවොත් Happy Customer Today
පාට පාට හීන ලෝක වල අපි යාවී (yeh yer)
ඉන්න තැන සාමය සතුට පිරේවී (සාමෙන්)
අඩවන් ඇස් සිනහ උතුරාවී
රෑ වෙන්න වෙන්න තව ආතල් ගෙනදේවී
JahRasthafari ! දෙවියා Bob Marley
රෑ එළිවෙනකන් party, අපේ වැටෙනකන්ම නාඩි
පැය ගානක් ගෙවිලා දැන් දැනෙයි වගේ විනාඩි
හැබැයි back to the අපි normal (pheew) Benda, SH3NAත් (phww) එක්ක Marty (pheww)
මේක තමයි homie ආතල්ම සිද්ධිය
අපි නෙමෙයි චිත්‍ර ඇන්ඳේ ගෙදර තිබ්බ බිත්තිය
ජිවත් වෙන්නේ සංගීතෙන්, පුරවන් ඉන්නේ සවනේ
කොල්ලෙක් වුණොත් ඉඳලා බලපං මදපවනේ
[Hook 02 - BenDrew]

මන්දාකිණි අතරින් පාවෙන්නේ.... (පාවෙන්නේ)
නෑ මේ වෙන දේවල් දන්නේ.... (දේවල් දන්නේ)
මදපවනේ ළා අඳුරේ අඩ නින්ඳේ....
කෙටි ජිවිතේ අපි වින්ඳේ.... (අපි වින්ඳේ)

පියවි ලෝකයෙන් ඈතට පාවී යයි (පාවී යයි)
මනස්ගාත එකක් නෑරම අමතකවේවී (වේවී yeyy)
දුමාරේ වෙලාගනියි දැන් හිනා ගෙනේවී (ගෙනේවී...)
අකීකරු ශාකසරේ නීතිවිරෝධී ඇයි ? (විරෝධී)

[Verse 2 - SH3N]

නන්නත්තාර මේ ලෝකේ ...
(yo) අනන්තෙට යන්න උදව් වුණ ශාකසරේ
පේන්නගත්තා මට මනස්ගාත වගේ විකාර රූප මේ වෙලාවේ
දාරෙන් ඇද්දා එකපාර දුමෙන් එළියට ගලයි සතුට රටාවෙන් (සතුට රටාවෙන්)
ගෙනාවේ කේරලෙන් තමයි අපේ පැත්තේ කොල්ලෝ ගිහින් රෑ හොරපාරෙන්
Yessir
රාමු බොඳවෙලා .. මාව පාවෙලා ..
යනවා සිහිය ටික ටික දැන් නැතිවෙලා (නැතිවෙලා)
දැන් ගොඩක්වෙලා .. ඇස් රතුවෙලා
මන්දාකිණියට යයි මල නිසා මත්වෙලා
මැවිලා ඇඳිලා ලස්සන රටාවට
මගේ මනස (yeah) පාවුණේ වෙනම කලාවට (කලාවට)
විඳින ජීවිතේ දැන් මේ ටික කාලෙට
ආතල් එකේ ඉමු ගහලා මල මේ තාලේට",7290291,si,si,si
Dura Yan Lanweela,pop,Mophyne,2021,21,{},"පාසා නිම් නොහිම් තැන් පාසා
හාදු නිම්නෙන් මායා එන්න ළං ළං වීලා
ආල ගෙත්තම් සේනා
මීදුමේ පැටලීලා..
මාහා යාවීලා..හීනේ පාවීලා..

නෙතු මායම් කෝ
නෙක සායම් ගෑ..
මන්දාරම් හෝ
වැහි බේරුම් නෑ
නුඹ ගාවින් නම්
දුර මා යන් නෑ
දුරු පාරේ...හෝ....

ඒ යාමේ පවා
නොනිදා රෑ පුරා
නුඹ හා මා , සැනසීලා මුළු ලෝකෙන් එහා
මාගේ වෙලා, දෑතින් දරා
දැවටීලා මග පීරා දුර යන් ළං වීලා

සීමා නිම් තෙරින් පිටවීලා
යං සොයන් පෙම් මේලා
හීන මංපෙත් පීරා
සාගරේ රැළි සේමා
හීන සිත්තම් හෝරා
මා හා යාවීලා, හීනේ පාවීලා
නෙතු මායම් කෝ
නෙක සායම් ගෑ..
මන්දාරම් හෝ
වැහි බේරුම් නෑ
නුඹ ගාවින් නම්
දුර මා යන් නෑ
දුරු පාරේ...හෝ....

ඒ යාමේ පවා
නොනිදා රෑ පුරා
නුඹ හා මා , සැනසීලා මුළු ලෝකෙන් එහා
මාගේ වෙලා, දෑතින් දරා
දැවටීලා මග පීරා දුර යන් ළං වීලා...",7305457,si,si,si
Eka Ranak Se,pop,Shehan Devinda,2017,32,"{""Supun Wijethunge""}","අත්වැල් බැඳන් එක රෑනක් සේ
මේ සිංහ ලෝකයේ
ඉදිරිය බලා එක පවුරක් සේ
විදු මව් ඔබ තුරුලේ

ජීවිතය පුරා
අභිමාණයෙන්
සිහ නාද පතුරමින්
මුලු ලොව දිනා
සිහ රාවේ රැව් දෙන්නා...

රන් නීල තේජ ධජ
වී ආලෝකය
බිඳ හැර බාධක
නොබියව සැමකල
මව්නි ඔබේ ඒ රැඳි ගෞරව බල
රකිමී සදා...

එක රෑනක් සේ
සිහ නඳ රැව්දේ
මා හද පතුලේ
ඔබේ නම රැව්දේ...
යුගයෙන් යුගයේ
විදු මව් මාගේ
මුලු ලෝ තලයේ
අද වැජබෙන්නේ

ඔබගේ සෙවනේ අකුරු කියා
දෙපයින් සිටගමි ලොව සනහා
හෘදේ නවතින තුරු සසරේ
සදා ණයගැතියි මව්නි ඔබට මා...

Rap
රන් නිල් කොඩි යට මා ලැබු ජීවය
තුති මල් පුදදී රකිනෙමි සදහට
අනසක පතුරන සිහ අභිමාණය
වෙන් නෑ දෙවනිය ප්‍රථමය වී අප

සිහ අභිමාණය හිනිපෙත්තෙම අද
ජයගමි ලෝකය ඔබ වී ශක්තිය
නිම්නැති මතකය අපේ පුරාණය
සිහ නද පුතුවී අවදි කරමි අද

නොම නවතිනු බාධක ඇතත් අත ලඟ
සිහ රුහිරේ ඇත විදු සිසු කැළ තුල
ඔබ දුන් සෙනෙහස මා හදවත තුල
රකිනෙමි මම අද ඔබ වී ලෝකය
දස අත ගරුසරු ඇති මේ විදු බිමේ
ගුරු හරුකම් මැද ගලා ගිය ජීවිතේ
අත්වැල් බැඳගෙන අභිමණ් මව් කුසේ
ජයගමි හෙට ලොව රැව් පිලි රැව් මැදේ

අත්වැල් බැඳන්//",7347428,si,si,si
